#UTest
#yaml:
#    date: 2022-12-02 14:14:57
#    transit_version: v3.2.6
#    app_or_command_line: app
#    console_command: |
#        transit 
#    stats:
#       number_of_significant_genes: 2
#    parameters:
#       normalization: TTR
#       control_condition: Glycerol
#       experimental_condition: Cholesterol
#       n_terminus: 0.0
#       c_terminus: 0.0
#       LOESS: false
#       ignore_codon: true
#       significance_threshold: 0.05
#    
#Orf	Name	Desc	Sites	Mean Ctrl	Mean Exp	Log 2 FC	U Statistic	P Value	Adj P Value
Rv0448c	-	hypothetical protein Rv0448c 	16	316.713652353815	268.5013158507513	-0.2382498994744901	573.0	0.4656014829370708	1.0
Rv0449c	-	hypothetical protein Rv0449c 	23	184.5427767169181	292.352123163369	0.6637517992858142	563.0	0.14020850403842433	1.0
Rv0450c	mmpL4	PROBABLE CONSERVED TRANSMEMBRANE TRANSPORT PROTEIN MMPL4 	84	29.00010551607731	73.68322326928559	1.3452780239837674	2520.5	0.023863278806621747	1.0
Rv0451c	mmpS4	PROBABLE CONSERVED MEMBRANE PROTEIN MMPS4 	15	1.300004730031052	28.762539266622206	4.467602270436464	27.0	0.6414630209614001	1.0
Rv0452	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	10	215.6507846393818	276.97954690241124	0.36108248148526056	190.0	0.8176191536900962	1.0
Rv0453	PPE11	PPE FAMILY PROTEIN 	23	290.30105625231874	245.87579977994443	-0.23962007589853596	604.5	0.6627348893047037	1.0
Rv0454	-	hypothetical protein Rv0454 	6	80.41695926153622	226.19995734156137	1.4920269663789099	44.5	0.15761128909958644	1.0
Rv0455c	-	hypothetical protein Rv0455c 	11	0	0	0	0.0	1.0	1.0
Rv0456A	-	hypothetical protein Rv0456A 	4	145.03386103500273	272.40795483481116	0.9093790680550679	12.0	0.44835164835164837	1.0
Rv0456c	echA2	enoyl-CoA hydratase 	11	156.3505688771961	226.39974750390851	0.534087880702723	161.5	0.35139100779043553	1.0
Rv0457c	-	PROBABLE PEPTIDASE 	38	321.1331684341014	274.22082295954067	-0.22783355606016847	1392.0	0.3756789242724754	1.0
Rv0458	-	PROBABLE ALDEHYDE DEHYDROGENASE 	23	186.6656791778817	154.26570546696772	-0.2750393198019985	994.0	0.09410177864884768	1.0
Rv0459	-	hypothetical protein Rv0459 	5	90.95033092024936	86.6748727518293	-0.06946507369616614	36.0	0.7389577133157557	1.0
Rv0460	-	CONSERVED HYDROPHOBIC PROTEIN 	3	122.60044607831304	95.9500469704676	-0.35360881046743575	10.0	0.694417685518517	1.0
Rv0461	-	PROBABLE TRANSMEMBRANE PROTEIN 	16	540.4886332195255	451.1488680908723	-0.2606607114747961	499.0	0.5199578861280102	1.0
Rv0462	lpd	dihydrolipoamide dehydrogenase 	27	0	0	0	0.0	1.0	1.0
Rv0463	-	PROBABLE CONSERVED MEMBRANE PROTEIN 	4	132.70048282701586	152.40842291059505	0.19976901621196758	16.5	0.8851320188348406	1.0
Rv0464c	-	hypothetical protein Rv0464c 	15	154.00889369040942	78.96860821037907	-0.9636624971505201	338.0	0.3512404139804992	1.0
Rv0465c	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 	28	2499.0799261661355	2793.042126827284	0.16044029085035108	1286.0	0.3804226692870808	1.0
Rv0466	-	hypothetical protein Rv0466 	8	177.7720753901803	246.24213061220402	0.4700488977342948	117.0	0.4416438678175121	1.0
Rv0467	icl	isocitrate lyase 	18	0.0	7.0937797471674395	3.016813590050981	24.0	0.3107126130273884	1.0
Rv0468	fadB2	3-hydroxybutyryl-CoA dehydrogenase 	13	38.345594064832	67.78858876836887	0.8219816162918313	186.0	0.23586122366137874	1.0
Rv0469	umaA	POSSIBLE MYCOLIC ACID SYNTHASE UMAA 	24	92.69507411055417	74.14861318984224	-0.32207296489523585	696.0	0.8032978601324685	1.0
Rv0470A	-	hypothetical protein Rv0470A 	11	536.2719512105785	513.6393891512331	-0.06220895585309149	189.0	0.7989649603041212	1.0
Rv0470c	pcaA	MYCOLIC ACID SYNTHASE PCAA (CYCLOPROPANE SYNTHASE) 	12	64.70023541000697	49.145410632987506	-0.3967142623884892	250.0	0.865502119809055	1.0
Rv0471c	-	hypothetical protein Rv0471c 	12	309.9011275666331	397.2242406571295	0.35814566205191867	231.0	0.825140453951194	1.0
Rv0472c	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY TETR-FAMILY) 	10	43.93349318412632	16.697209224647054	-1.3957142232566953	216.5	0.07865833603152499	1.0
Rv0473	-	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN 	16	142.56480443236134	205.98357557278246	0.5309114448174866	391.5	1.0	1.0
Rv0474	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 	7	304.3153929573788	367.7567777440673	0.27318462008250993	98.0	1.0	1.0
Rv0475	hbhA	IRON-REGULATED HEPARIN BINDING HEMAGGLUTININ HBHA (ADHESIN) 	9	55.00020011669835	140.62124678137585	1.3543058179624103	72.0	0.2917623214156585	1.0
Rv0476	-	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN 	6	117.76709515896682	129.34556624058584	0.13529410386582236	70.5	0.9586409454718847	1.0
Rv0477	-	POSSIBLE CONSERVED SECRETED PROTEIN 	5	681.552479809741	626.8670953713129	-0.12066514555907255	33.0	0.9623033533174989	1.0
Rv0478	deoC	deoxyribose-phosphate aldolase 	3	89.6336594629102	172.84118043662684	0.947334485403205	12.0	0.4231079166876959	1.0
Rv0479c	-	PROBABLE CONSERVED MEMBRANE PROTEIN 	13	0.0	67.44973251411335	6.096972998659564	1.0	0.6926327840419602	1.0
Rv0480c	-	POSSIBLE AMIDOHYDROLASE 	16	343.9812515662164	397.8860973337076	0.21002555615453303	404.0	0.5391292464431772	1.0
Rv0481c	-	hypothetical protein Rv0481c 	12	642.7723387092763	729.2805569254051	0.1821660865472749	188.5	0.7894586412499044	1.0
Rv0482	murB	UDP-N-acetylenolpyruvoylglucosamine reductase 	13	0	0	0	0.0	1.0	1.0
Rv0483	lprQ	PROBABLE CONSERVED LIPOPROTEIN LPRQ 	29	428.53232843372706	570.7789224852118	0.4135280152785257	1297.0	0.7509891812750897	1.0
Rv0484c	-	PROBABLE SHORT-CHAIN TYPE OXIDOREDUCTASE 	10	266.6384701566574	437.0306807573551	0.7128496193521018	105.0	0.4420370547054635	1.0
Rv0485	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	23	0.27368520632232674	71.41725963926268	8.027611513013323	441.0	0.0027654664674120703	0.6790473739255822
Rv0486	-	MANNOSYLTRANSFERASE 	13	0.0	39.97476245491724	5.356663680426709	6.0	0.07987571598982275	1.0
Rv0487	-	hypothetical protein Rv0487 	9	195.68960090005885	294.54984101574246	0.5899446822534726	173.0	0.7655991744782404	1.0
Rv0488	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	9	252.82314211219278	118.8053095244554	-1.0895292133216	218.5	0.11104076968350142	1.0
Rv0489	gpm1	phosphoglyceromutase 	11	0	0	0	0.0	1.0	1.0
Rv0490	senX3	PUTATIVE TWO COMPONENT SENSOR HISTIDINE KINASE SENX3 	16	287.90104751995375	240.36214466323617	-0.26036333843625825	230.5	0.4667472691971968	1.0
Rv0491	regX3	TWO COMPONENT SENSORY TRANSDUCTION PROTEIN REGX3 (TRANSCRIPTIONAL REGULATORY PROTEIN) (PROBABLY LUXR-FAMILY) 	9	625.9879919256118	575.3450985403703	-0.12170742219482633	113.0	0.5495803314030436	1.0
Rv0492A	-	hypothetical protein Rv0492A 	5	95.57534774824444	239.4123515278872	1.3247871349251017	17.0	0.1775025799793602	1.0
Rv0492c	-	PROBABLE OXIDOREDUCTASE GMC-TYPE 	18	195.8578554805024	291.00853329021646	0.5712544649712589	328.0	0.35022030562959694	1.0
Rv0493c	-	hypothetical protein Rv0493c 	17	148.400539951237	195.22270229275196	0.3956244913410781	331.5	0.37425203122784845	1.0
Rv0494	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY GNTR-FAMILY) 	7	12.30004475337072	70.2788512954934	2.5144270459768223	56.0	0.38303166598567207	1.0
Rv0495c	-	hypothetical protein Rv0495c 	13	2.110007677204246	53.12260107267578	4.654005634666497	137.0	0.0725536271565974	1.0
Rv0496	-	hypothetical protein Rv0496 	8	125.48045655715109	72.02468798800031	-0.800899272774138	70.0	0.1843184027943059	1.0
Rv0497	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	14	328.5011952424619	36.08981003646767	-3.186235165213081	91.0	0.0024517937044666012	0.6790473739255822
Rv0498	-	hypothetical protein Rv0498 	12	209.07076069814767	234.51992448254842	0.1657191873697722	169.5	0.4659534790591595	1.0
Rv0499	-	hypothetical protein Rv0499 	5	45.36016504169885	172.83483106256483	1.9298961956793774	23.0	0.07159152465384458	1.0
Rv0500	proC	pyrroline-5-carboxylate reductase 	13	0	0	0	0.0	1.0	1.0
Rv0500A	-	hypothetical protein Rv0500A 	4	116.03375551892543	23.966586635893208	-2.275448205032096	26.5	0.2104064530953712	1.0
Rv0500B	-	hypothetical protein Rv0500B 	1	0.0	86.27480347235007	6.447493297971204	0.5	0.468159909854428	1.0
Rv0501	galE2	POSSIBLE UDP-GLUCOSE 4-EPIMERASE GALE2 (GALACTOWALDENASE) (UDP-GALACTOSE 4-EPIMERASE) (URIDINE DIPHOSPHATE GALACTOSE 4-EPIMERASE) (URIDINE DIPHOSPHO-GALACTOSE 4-EPIMERASE) 	25	173.39474853902857	181.65995770473342	0.06718024383236101	566.0	0.8988956399096718	1.0
Rv0502	-	hypothetical protein Rv0502 	19	139.2921734773656	180.54350971476325	0.37423236002433274	295.0	0.9032880156459067	1.0
Rv0503c	cmaA2	CYCLOPROPANE-FATTY-ACYL-PHOSPHOLIPID SYNTHASE 2 CMAA2 (CYCLOPROPANE FATTY ACID SYNTHASE) (CFA SYNTHASE) (CYCLOPROPANE MYCOLIC ACID SYNTHASE 2) (MYCOLIC ACID TRANS-CYCLOPROPANE SYNTHETASE) 	20	527.2969185551718	1632.1872347055537	1.6301190931434157	655.5	0.2114647713484672	1.0
Rv0504c	-	hypothetical protein Rv0504c 	8	0.0	27.02501368121645	4.808643172211314	1.0	0.6926327840419602	1.0
Rv0505c	serB1	POSSIBLE PHOSPHOSERINE PHOSPHATASE SERB1 (PSP) (O-PHOSPHOSERINE PHOSPHOHYDROLASE) (PSPASE) 	22	2.6250095510242395	54.39385393106113	4.373049070616965	20.0	0.23425512808303617	1.0
Rv0506	mmpS2	PROBABLE CONSERVED MEMBRANE PROTEIN MMPS2 	9	368.4513405999547	344.00881244664816	-0.09902858006812296	130.0	0.9593893191851587	1.0
Rv0507	mmpL2	PROBABLE CONSERVED TRANSMEMBRANE TRANSPORT PROTEIN MMPL2 	81	236.56449709697924	246.36555712520396	0.05856700118371207	3639.0	0.5305182208331829	1.0
Rv0508	-	hypothetical protein Rv0508 	8	248.28423670862284	280.4245272185642	0.17561987029814977	75.0	0.896822239060953	1.0
Rv0509	hemA	glutamyl-tRNA reductase 	22	0	0	0	0.0	1.0	1.0
Rv0510	hemC	porphobilinogen deaminase 	12	0	0	0	0.0	1.0	1.0
Rv0511	hemD	PROBABLE UROPORPHYRIN-III C-METHYLTRANSFERASE HEMD (UROPORPHYRINOGEN III METHYLASE) (UROGEN III METHYLASE) (SUMT) (UROGEN III METHYLASE) (UROM) 	18	0	0	0	0.0	1.0	1.0
Rv0512	hemB	delta-aminolevulinic acid dehydratase 	22	258.40094018463367	395.84929136082474	0.6153399494650905	2.0	1.0	1.0
Rv0513	-	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN 	7	208.80075971575667	276.27928495472383	0.40400043376904266	45.0	0.7671372106154712	1.0
Rv0514	-	POSSIBLE TRANSMEMBRANE PROTEIN 	2	664.402417409716	834.2482759109739	0.32841947736694477	1.0	0.8	1.0
Rv0515	-	CONSERVED 13E12 REPEAT FAMILY PROTEIN 	18	407.10148122741634	361.569851549168	-0.17111408285665675	612.5	0.7086229001778902	1.0
Rv0516c	-	hypothetical protein Rv0516c 	9	237.87864329260503	211.38833708739895	-0.17032997142903644	160.0	0.9659838993042732	1.0
Rv0517	-	POSSIBLE MEMBRANE ACYLTRANSFERASE 	21	534.0876575488011	421.99308617515044	-0.33985718239642543	955.0	0.5610798811726081	1.0
Rv0518	-	POSSIBLE EXPORTED PROTEIN 	12	222.19171752929324	298.06506966122373	0.42382227586199345	241.0	0.9915008189393247	1.0
Rv0519c	-	POSSIBLE CONSERVED MEMBRANE PROTEIN 	9	277.1635084517165	343.36793870331445	0.3090180131514964	130.0	0.9593200842239589	1.0
Rv0520	-	POSSIBLE METHYLTRANSFERASE/METHYLASE (FRAGMENT) 	5	310.58113004080315	387.9285970403457	0.3208209526899839	54.0	0.8179559570863917	1.0
Rv0521	-	POSSIBLE METHYLTRANSFERASE/METHYLASE (FRAGMENT) 	5	179.92565465449002	217.549661949409	0.2739438675073917	37.0	0.6705669896582824	1.0
Rv0522	gabP	PROBABLE GABA PERMEASE GABP (4-AMINO BUTYRATE TRANSPORT CARRIER) (GAMA-AMINOBUTYRATE PERMEASE) 	23	333.8123256779734	270.01188630046204	-0.3060143075943633	788.5	0.15671988041009974	1.0
Rv0523c	-	hypothetical protein Rv0523c 	9	163.46309475592372	273.48065817225137	0.7424738488749407	119.0	0.764865803751713	1.0
Rv0524	hemL	glutamate-1-semialdehyde aminotransferase 	21	0	0	0	0.0	1.0	1.0
Rv0525	-	hypothetical protein Rv0525 	10	15.800057488069708	55.49960082311397	1.812547587402065	2.0	1.0	1.0
Rv0526	-	POSSIBLE THIOREDOXIN PROTEIN (THIOL-DISULFIDE INTERCHANGE PROTEIN) 	7	0	0	0	0.0	1.0	1.0
Rv0527	ccdA	POSSIBLE CYTOCHROME C-TYPE BIOGENESIS PROTEIN CCDA 	5	0	0	0	0.0	1.0	1.0
Rv0528	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	16	0	0	0	0.0	1.0	1.0
Rv0529	ccsA	POSSIBLE CYTOCHROME C-TYPE BIOGENESIS PROTEIN CCSA 	18	0	0	0	0.0	1.0	1.0
Rv0530	-	hypothetical protein Rv0530 	17	228.8079753685972	220.15315905180506	-0.055629793669224284	433.5	0.5461520420461181	1.0
Rv0531	-	POSSIBLE CONSERVED MEMBRANE PROTEIN 	4	102.80037403630163	2.450004004061608	-5.390917596483751	4.0	0.27650048008343264	1.0
Rv0532	PE_PGRS6	PE-PGRS FAMILY PROTEIN 	20	97.77535575291238	183.99115355565164	0.9120936167123679	238.0	0.35991643533280304	1.0
Rv0533c	fabH	3-oxoacyl-(acyl carrier protein) synthase III 	16	304.2087991629468	237.00320327584558	-0.36015532489726826	395.0	0.3538221614788779	1.0
Rv0534c	menA	1,4-dihydroxy-2-naphthoate octaprenyltransferase 	11	0	0	0	0.0	1.0	1.0
Rv0535	pnp	5'-methylthioadenosine phosphorylase 	9	359.45130785358583	356.7155794285316	-0.01102212654553373	70.0	0.9371672524052367	1.0
Rv0536	galE3	PROBABLE UDP-GLUCOSE 4-EPIMERASE GALE3 (GALACTOWALDENASE) (UDP-GALACTOSE 4-EPIMERASE) (URIDINE DIPHOSPHATE GALACTOSE 4-EPIMERASE) (URIDINE DIPHOSPHO-GALACTOSE 4-EPIMERASE) 	12	328.5111952788468	289.7366889458549	-0.18120015414959997	183.0	0.6864129588132082	1.0
Rv0537c	-	PROBABLE INTEGRAL MEMBRANE PROTEIN 	19	332.70121052410076	242.43866998301715	-0.45660728237109977	599.0	0.2977901274597968	1.0
Rv0538	-	POSSIBLE CONSERVED MEMBRANE PROTEIN 	15	90.39318603595034	249.23336126035824	1.4632112644841677	318.5	0.28091151434364126	1.0
Rv0539	-	PROBABLE DOLICHYL-PHOSPHATE SUGAR SYNTHASE (DOLICHOL-PHOSPHATE SUGAR SYNTHETASE) (DOLICHOL-PHOSPHATE SUGAR TRANSFERASE) (SUGAR PHOSPHORYLDOLICHOL SYNTHASE) 	6	215.30078336591188	84.5662955975964	-1.348198880438069	33.0	0.03552691340183934	1.0
Rv0540	-	hypothetical protein Rv0540 	11	83.50030381353294	234.46535798661634	1.4895214298757964	55.5	0.40626425309231573	1.0
Rv0541c	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	18	0	0	0	0.0	1.0	1.0
Rv0542c	menE	O-succinylbenzoic acid--CoA ligase 	14	0	0	0	0.0	1.0	1.0
Rv0543c	-	hypothetical protein Rv0543c 	2	0	0	0	0.0	1.0	1.0
Rv0544c	-	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN 	6	46.92017071773611	218.2999971349797	2.2180319437000486	32.5	0.24492061384700148	1.0
Rv0545c	pitA	PROBABLE LOW-AFFINITY INORGANIC PHOSPHATE TRANSPORTER INTEGRAL MEMBRANE PROTEIN PITA 	14	164.0005967116096	122.45734545486502	-0.4214217492546415	240.0	0.3283933118016642	1.0
Rv0546c	-	hypothetical protein Rv0546c 	8	651.9595149937044	393.8244750056868	-0.727229606412667	106.0	0.7557015061774229	1.0
Rv0547c	-	short chain dehydrogenase 	10	750.6455883459519	423.04122378524875	-0.827333655474178	133.0	0.15422864971607353	1.0
Rv0548c	menB	naphthoate synthase 	12	166.100604352429	106.77502582578133	-0.6374830755894414	3.0	0.8	1.0
Rv0549c	-	hypothetical protein Rv0549c 	4	38.87514144612088	121.0683160070819	1.6389015266236036	23.0	0.3997543566037258	1.0
Rv0550c	-	hypothetical protein Rv0550c 	3	1144.2041631550228	932.3729756512928	-0.29536540428433866	2.0	1.0	1.0
Rv0551c	fadD8	acyl-CoA synthetase 	32	184.83995824933268	190.5157739695374	0.043633783486843665	1660.5	0.6306483343244504	1.0
Rv0552	-	hypothetical protein Rv0552 	19	173.1206298945967	152.10459759900408	-0.1867138920605494	513.5	0.3940052380731711	1.0
Rv0553	menC	O-succinylbenzoate synthase 	12	537.8019567774612	486.54813331004067	-0.1444924691983198	3.0	0.8	1.0
Rv0554	bpoC	POSSIBLE PEROXIDASE BPOC (NON-HAEM PEROXIDASE) 	14	492.20948319820667	551.9124384896044	0.16516694613863026	359.0	0.7362609592386495	1.0
Rv0555	menD	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylic acid synthase/2-oxoglutarate decarboxylase 	15	0	0	0	0.0	1.0	1.0
Rv0556	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	13	0.0	2.424971764545269	1.7760920945495362	1.5	1.0	1.0
Rv0557	pimB	MANNOSYLTRANSFERASE PIMB 	14	76.01694325220036	113.65816711445825	0.5803084366686047	63.0	0.6457238167877788	1.0
Rv0558	ubiE	ubiquinone/menaquinone biosynthesis methyltransferase 	14	0	0	0	0.0	1.0	1.0
Rv0559c	-	POSSIBLE CONSERVED SECRETED PROTEIN 	6	195.11737659581442	179.6828848829331	-0.11888926986292063	79.0	0.732652029533297	1.0
Rv0560c	-	POSSIBLE BENZOQUINONE METHYLTRANSFERASE (METHYLASE) 	15	101.13673161954863	130.11797718768187	0.3635132380039405	249.5	0.8822969813700305	1.0
Rv0561c	-	POSSIBLE OXIDOREDUCTASE 	18	187.5721110473375	161.8174469022296	-0.21307817301509346	441.0	0.4749811797348259	1.0
Rv0562	grcC1	PROBABLE POLYPRENYL-DIPHOSPHATE SYNTHASE GRCC1 (POLYPRENYL PYROPHOSPHATE SYNTHETASE) 	14	0	0	0	0.0	1.0	1.0
Rv0563	htpX	heat shock protein HtpX 	11	0.0	99.39992578072811	6.6496143925712285	0.0	0.4	1.0
Rv0564c	gpsA	NAD(P)H-dependent glycerol-3-phosphate dehydrogenase 	11	278.001011498948	242.70225128073213	-0.19590264132449112	175.0	0.7208756743131864	1.0
Rv0565c	-	PROBABLE MONOOXYGENASE 	36	316.875227015774	353.7790436750665	0.158933715916062	1523.0	0.7217829655285579	1.0
Rv0566c	-	nucleotide-binding protein 	5	351.53461238224287	228.38276759098096	-0.6222129476151321	25.0	0.3477138096098511	1.0
Rv0567	-	PROBABLE METHYLTRANSFERASE/METHYLASE 	19	296.27607799226917	304.5823690584596	0.039890288428029	531.0	0.823884416099808	1.0
Rv0568	cyp135B1	POSSIBLE CYTOCHROME P450 135B1 CYP135B1 	12	212.96744154277926	220.96101068546147	0.05315893554818897	164.0	0.9656357720463483	1.0
Rv0569	-	hypothetical protein Rv0569 	3	549.2686651654275	620.3154437451632	0.17549005262928688	13.0	0.5362637362637362	1.0
Rv0570	nrdZ	PROBABLE RIBONUCLEOSIDE-DIPHOSPHATE REDUCTASE (LARGE SUBUNIT) NRDZ (RIBONUCLEOTIDE REDUCTASE) 	37	101.46333213447484	137.45259865559817	0.4379757368741869	1351.0	0.5523626469361603	1.0
Rv0571c	-	hypothetical protein Rv0571c 	13	94.44579818386433	98.56332088944981	0.06156425178786491	191.5	0.27192803081340755	1.0
Rv0572c	-	hypothetical protein Rv0572c 	8	403.3889677195392	309.54658921397004	-0.38201506542494446	159.0	0.30113420938473556	1.0
Rv0573c	-	nicotinate phosphoribosyltransferase 	16	177.51731255847093	137.957947501371	-0.36373116172674713	336.0	0.37455450094588694	1.0
Rv0574c	-	hypothetical protein Rv0574c 	20	294.061069933024	261.427563583986	-0.1697045422644467	470.0	0.7958710095277071	1.0
Rv0575c	-	hypothetical protein Rv0575c 	14	174.4915439735385	217.70864604828003	0.3192415798839841	220.0	0.6502810711930171	1.0
Rv0576	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY ARSR-FAMILY) 	19	96.43606516565512	89.00500825073416	-0.11568626872709316	414.0	0.7466067123889691	1.0
Rv0577	TB27.3	hypothetical protein Rv0577 	13	321.89208028629014	147.50187213963278	-1.1258438159921484	299.5	0.22794043184844337	1.0
Rv0578c	PE_PGRS7	PE-PGRS FAMILY PROTEIN 	27	90.58604388051538	95.7105483319143	0.07938913509666869	400.0	0.9120936523804194	1.0
Rv0579	-	hypothetical protein Rv0579 	15	145.450529217705	138.3872124761823	-0.0718179072275212	319.0	0.5693005211323997	1.0
Rv0580c	-	hypothetical protein Rv0580c 	9	192.457843109652	218.4855545636017	0.18299543179137817	94.5	0.9012976467158595	1.0
Rv0581	-	hypothetical protein Rv0581 	4	140.42551093431572	152.29340703582028	0.11704843504720136	30.0	0.8916408668730651	1.0
Rv0582	-	hypothetical protein Rv0582 	9	96.22535011325996	37.70622411592014	-1.351614328361906	37.0	0.6639582043359165	1.0
Rv0583c	lpqN	PROBABLE CONSERVED LIPOPROTEIN LPQN 	7	389.4585598912807	357.785004086809	-0.1223769066409329	108.0	0.6951242376406965	1.0
Rv0584	-	POSSIBLE CONSERVED EXPORTED PROTEIN 	62	114.26041573334462	142.9762131523298	0.3234494626022646	4946.0	0.9055989224154701	1.0
Rv0585c	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	41	159.03239681677073	198.52238744444878	0.3199810199820896	927.5	0.7615687426052209	1.0
Rv0586	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (GNTR-FAMILY) 	12	113.37184107171899	73.62845114054541	-0.622727094695558	95.0	0.9161954536306236	1.0
Rv0587	yrbE2A	CONSERVED HYPOTHETICAL INTEGRAL MEMBRANE PROTEIN YRBE2A 	12	97.98368984426351	113.35806392890794	0.21027349703454298	79.5	0.711543847587147	1.0
Rv0588	yrbE2B	CONSERVED HYPOTHETICAL INTEGRAL MEMBRANE PROTEIN YRBE2B 	15	54.30019756975855	44.08996323108401	-0.3005071734293153	229.0	0.47707541984724733	1.0
Rv0589	mce2A	MCE-FAMILY PROTEIN MCE2A 	27	142.53176859787567	103.39172353649519	-0.46316281114796964	570.0	0.4785175180640552	1.0
Rv0590	mce2B	MCE-FAMILY PROTEIN MCE2B 	10	81.72251956733663	76.6609931286235	-0.09224099604041296	164.0	0.9635321893857504	1.0
Rv0590A	-	MCE-FAMILY RELATED PROTEIN 	7	87.6753190042096	65.24990183679583	-0.42619504342736003	34.0	0.8835768930558099	1.0
Rv0591	mce2C	MCE-FAMILY PROTEIN MCE2C 	22	104.5813328972233	115.08546208992955	0.1380802371248538	818.5	0.6050874831245723	1.0
Rv0592	mce2D	MCE-FAMILY PROTEIN MCE2D 	29	80.41529258880541	76.1960719400362	-0.07775325921739713	724.0	0.5089227496898473	1.0
Rv0593	lprL	POSSIBLE MCE-FAMILY LIPOPROTEIN LPRL (MCE-FAMILY LIPOPROTEIN MCE2E) 	19	224.647484040289	214.510856461006	-0.06661223954268934	450.0	1.0	1.0
Rv0594	mce2F	MCE-FAMILY PROTEIN MCE2F 	30	475.7535828680305	428.5439346152426	-0.15077140338343506	1547.5	0.6238703510912391	1.0
Rv0595c	-	hypothetical protein Rv0595c 	8	347.0262626454045	273.9243382451126	-0.34126739329075395	112.0	0.5998354734122808	1.0
Rv0596c	-	hypothetical protein Rv0596c 	5	87.00031654823194	0.7249989864159104	-6.90689786178076	4.0	0.2356799134290376	1.0
Rv0597c	-	hypothetical protein Rv0597c 	13	331.61231767330554	274.8382251246574	-0.2709149250336975	188.0	0.46849475043992483	1.0
Rv0598c	-	hypothetical protein Rv0598c 	7	156.08056789480503	203.82420898223114	0.3850344838233732	59.0	0.5628759751335417	1.0
Rv0599c	-	hypothetical protein Rv0599c 	6	77.5002819826204	46.79496570075481	-0.7278482295632556	65.5	0.2800575225635227	1.0
Rv0600c	-	PROBABLE TWO COMPONENT SENSOR KINASE -SECOND PART 	3	117.3004267943403	45.462432784894446	-1.3674614697763126	14.0	0.17777777777777778	1.0
Rv0601c	-	PROBABLE TWO COMPONENT SENSOR KINASE -FIRST PART 	4	125.6671239030017	236.0410151441048	0.9094302960893764	11.0	0.346416451844195	1.0
Rv0602c	tcrA	PROBABLE TWO COMPONENT DNA BINDING TRANSCRIPTIONAL REGULATORY PROTEIN TCRA 	11	110.3879016433098	88.48751257629341	-0.3190362829863941	152.0	0.42560825584558326	1.0
Rv0603	-	POSSIBLE EXPORTED PROTEIN 	1	0.0	5.750024112241449	2.754892655726288	1.5	1.0	1.0
Rv0604	lpqO	PROBABLE CONSERVED LIPOPROTEIN LPQO 	7	232.90084740325537	233.52912143068025	0.0038865786181686087	84.0	0.5500768881492657	1.0
Rv0605	-	POSSIBLE RESOLVASE 	10	449.2616346259618	362.8993340813896	-0.3079864565243851	197.0	0.9515857110810099	1.0
Rv0606	-	POSSIBLE TRANSPOSASE (FRAGMENT) 	8	173.13396327644315	135.8661612925748	-0.3497025780335071	75.5	0.8762568367930232	1.0
Rv0607	-	hypothetical protein Rv0607 	1	29.000105516077312	54.09958637180412	0.8995594142522231	2.0	1.0	1.0
Rv0608	-	hypothetical protein Rv0608 	2	15.800057488069708	259.6248683882868	4.038426866993929	1.0	0.8	1.0
Rv0609	-	hypothetical protein Rv0609 	7	137.10049883635168	192.07491498922073	0.4864352947992399	41.0	0.5461356400900985	1.0
Rv0609A	-	hypothetical protein Rv0609A 	2	100.20036457623954	161.67509059334333	0.6902096610401884	2.0	1.0	1.0
Rv0610c	-	hypothetical protein Rv0610c 	11	94.64034434626058	145.64239847978087	0.6219031767907505	173.0	0.5166883051941542	1.0
Rv0611c	-	hypothetical protein Rv0611c 	12	162.4105909264178	225.39185104340768	0.47278964145793184	178.0	0.5980157241300383	1.0
Rv0612	-	hypothetical protein Rv0612 	6	68.1002477808574	111.862358110424	0.715992695872393	58.0	0.4829391560869113	1.0
Rv0613c	-	hypothetical protein Rv0613c 	16	406.0148106069289	394.0093268518974	-0.043302573933653096	441.0	0.9102824612285529	1.0
Rv0614	-	hypothetical protein Rv0614 	14	333.5178801621972	483.6095471265099	0.5360786181527097	264.0	0.6640234697985872	1.0
